2010061305030801,1,1,0,0,100000000000000000,000000000000000000,000000000000000000,27
2010061305030801,7,1,0,0,100000000000000000,000100000000000000,000000100000000000,8
2010061305030801,7,1,0,0,100000000000000000,000001000000000000,000000100000000000,5
2010061305030801,7,1,0,0,100000000000000000,000000100000000000,000000010000000000,3
2010061305030801,8,1,0,0,100000000000000000,000000100000000000,000100000000000000,1
2010061305030801,8,1,0,0,000000100000000000,100000000000000000,000100000000000000,1
2010061305030801,8,1,0,0,100000000000000000,000100000000000000,000000100000000000,1
2010061305030801,8,1,0,0,000000100000000000,000100000000000000,100000000000000000,1
2010061305030801,8,1,0,0,100000000000000000,000000100000000000,000001000000000000,1
2010061305030801,8,1,0,0,000000100000000000,100000000000000000,000001000000000000,1
2010061305030801,8,1,0,0,000100000000000000,100000000000000000,000000100000000000,1
2010061305030801,8,1,0,0,000100000000000000,000000100000000000,100000000000000000,1
2010061305030802,1,1,0,0,000000000001000000,000000000000000000,000000000000000000,35
2010061305030802,7,1,0,0,000000001000000000,000000000001000000,000000000000001000,4
2010061305030802,7,1,0,0,000010000000000000,000000000001000000,000000000000001000,4
2010061305030802,7,1,0,0,000000100000000000,000000000001000000,000000000000001000,3
2010061305030802,8,1,0,0,000000000001000000,000000000000001000,000000001000000000,1
2010061305030802,8,1,0,0,000000000001000000,000000000000001000,000010000000000000,1
2010061305030802,8,1,0,0,000000000001000000,000000001000000000,000000000000001000,1
2010061305030802,8,1,0,0,000000000001000000,000010000000000000,000000000000001000,1
2010061305030803,1,1,0,0,000000000010000000,000000000000000000,000000000000000000,25
2010061305030803,7,1,0,0,000010000000000000,000000100000000000,000000000010000000,3
2010061305030803,7,1,0,0,100000000000000000,000010000000000000,000000000010000000,3
2010061305030803,7,1,0,0,000010000000000000,000000000100000000,000000000010000000,3
2010061305030804,1,1,0,0,000000010000000000,000000000000000000,000000000000000000,35
2010061305030804,7,1,0,0,000100000000000000,000000010000000000,000000000000000001,5
2010061305030804,7,1,0,0,000000010000000000,000000000010000000,000000000000000001,5
2010061305030804,7,1,0,0,000000010000000000,000000000000010000,000000000000000001,3
2010061305030804,8,1,0,0,000000010000000000,000000000000000001,000100000000000000,1
